0.867266,0.901603,0.925425
0.904684,0.936172,0.964863
0.909423,0.94097,0.969851
0.885473,0.918345,0.94436
0.893987,0.924747,0.950416
0.905941,0.936615,0.964488
0.868309,0.902093,0.925153
0.933091,0.961295,0.979567
0.847902,0.877615,0.89596
0.937751,0.966498,0.979323
0.877841,0.911014,0.905709
0.91144,0.942058,0.969989
0.881074,0.913731,0.937845
0.918874,0.948396,0.979385
0.875063,0.907998,0.931805
0.870504,0.902135,0.922612
0.905541,0.936441,0.964368
0.899661,0.930942,0.957638
0.924315,0.954149,0.979276
0.860792,0.895814,0.919365
0.892331,0.924507,0.950411
0.840227,0.875806,0.895762
0.918927,0.948599,0.979295
0.893511,0.925132,0.950558
0.893481,0.925159,0.95079
0.878012,0.911815,0.934428
0.845039,0.8806,0.901532
0.841044,0.876302,0.895661
0.888226,0.919926,0.944437
0.915167,0.946766,0.97885
