0.921097,0.952377,0.96974
0.9336,0.964345,0.983553
0.935934,0.966479,0.986874
0.927651,0.958566,0.976786
0.929924,0.960705,0.979324
0.9336,0.964345,0.983553
0.921097,0.952377,0.96974
0.942066,0.972401,0.99074
0.910628,0.941996,0.954525
0.944048,0.974319,0.990652
0.91298,0.944465,0.961054
0.935934,0.966479,0.986874
0.924677,0.956011,0.973893
0.937642,0.96823,0.990548
0.925488,0.955719,0.972018
0.921485,0.952592,0.96991
0.9349,0.965028,0.983729
0.931856,0.962426,0.981292
0.940392,0.970598,0.990773
0.919133,0.950462,0.967553
0.929887,0.960504,0.97869
0.913095,0.943949,0.958548
0.937599,0.968248,0.990637
0.931285,0.961389,0.979174
0.929703,0.960521,0.979082
0.927414,0.957602,0.974323
0.916497,0.946371,0.960604
0.912736,0.943745,0.958684
0.927926,0.958589,0.976223
0.937339,0.968124,0.990905
