0.83746,0.875447,0.902552
0.887905,0.920897,0.953865
0.895095,0.927877,0.96339
0.864854,0.897986,0.926831
0.872959,0.906418,0.935511
0.892371,0.922528,0.953676
0.847626,0.87852,0.902926
0.931216,0.95997,0.977391
0.800825,0.841669,0.861217
0.938175,0.9665,0.97729
0.814594,0.850175,0.871315
0.897781,0.928658,0.963502
0.856439,0.891542,0.918607
0.907616,0.937971,0.97348
0.843826,0.881696,0.909957
0.837867,0.875621,0.902262
0.889973,0.921839,0.953495
0.883805,0.914586,0.944338
0.916691,0.946101,0.973216
0.829934,0.868415,0.89145
0.872632,0.905182,0.9352
0.803156,0.843139,0.864273
0.907087,0.937194,0.972812
0.874206,0.906177,0.935961
0.869537,0.90467,0.933095
0.854448,0.890455,0.918681
0.810302,0.849687,0.871546
0.80742,0.843652,0.864532
0.883393,0.916712,0.928502
0.903689,0.935695,0.972544
