0.894858,0.927087,0.947801
0.91998,0.950651,0.974991
0.924072,0.954591,0.979388
0.90728,0.938714,0.960715
0.910697,0.941917,0.962168
0.919206,0.95012,0.975028
0.894626,0.926922,0.947348
0.937872,0.967068,0.985589
0.878435,0.910323,0.926977
0.940999,0.970558,0.985254
0.881597,0.913573,0.930844
0.925779,0.955234,0.979303
0.906229,0.936119,0.956511
0.930347,0.959421,0.985501
0.899292,0.931026,0.951907
0.920579,0.951142,0.952049
0.920386,0.950855,0.974866
0.915673,0.946363,0.966724
0.93307,0.962659,0.985009
0.916984,0.948277,0.947912
0.912942,0.943019,0.964952
0.879065,0.910712,0.927205
0.92628,0.957142,0.985374
0.91438,0.943867,0.965222
0.912498,0.943156,0.96521
0.904498,0.935591,0.956212
0.880815,0.913238,0.931241
0.877863,0.910111,0.92755
0.9049,0.937378,0.96007
0.928737,0.958725,0.985474
