m,1000,2000,3000,4000,5000,
3,2748.16,5437.29,8126.42,10815.54,13504.67,
4,2726.66,5391.34,8056.02,10720.70,13385.38,
5,2720.19,5375.43,8030.68,10685.93,13341.17,
6,2717.94,5367.99,8018.04,10668.09,13318.14,
7,2717.56,5364.27,8010.98,10657.70,13304.41,
8,2718.17,5362.55,8006.92,10651.29,13295.67,
9,2719.39,5362.03,8004.66,10647.30,13289.94,
10,2721.00,5362.30,8003.59,10644.89,13286.18,
11,2722.89,5363.11,8003.33,10643.56,13283.78,
12,2724.97,5364.32,8003.67,10643.02,13282.37,
13,2727.19,5365.82,8004.44,10643.06,13281.69,
14,2729.53,5367.54,8005.55,10643.56,13281.57,
15,2731.96,5369.44,8006.92,10644.41,13281.89,
16,2734.46,5371.48,8008.51,10645.54,13282.56,
17,2737.01,5373.64,8010.27,10646.89,13283.52,
18,2739.61,5375.89,8012.16,10648.44,13284.71,
19,2742.25,5378.21,8014.18,10650.14,13286.10,
20,2744.93,5380.61,8016.29,10651.97,13287.66,
21,2747.63,5383.06,8018.49,10653.92,13289.35,
22,2750.35,5385.55,8020.76,10655.96,13291.16,
23,2753.10,5388.09,8023.09,10658.08,13293.08,
24,2755.86,5390.67,8025.47,10660.28,13295.08,
25,2758.64,5393.27,8027.90,10662.54,13297.17,
26,2761.44,5395.91,8030.38,10664.85,13299.32,
27,2764.24,5398.56,8032.89,10667.21,13301.54,
28,2767.06,5401.24,8035.43,10669.62,13303.81,
29,2769.88,5403.94,8038.00,10672.06,13306.12,
30,2772.72,5406.66,8040.60,10674.54,13308.49,
31,2775.56,5409.39,8043.23,10677.06,13310.89,
32,2778.41,5412.14,8045.87,10679.60,13313.33,
33,2781.27,5414.90,8048.53,10682.16,13315.79,
34,2784.13,5417.67,8051.21,10684.75,13318.29,
35,2787.00,5420.45,8053.91,10687.36,13320.82,
36,2789.87,5423.25,8056.62,10689.99,13323.37,
37,2792.75,5426.05,8059.34,10692.64,13325.94,
38,2795.63,5428.86,8062.08,10695.31,13328.53,
39,2798.52,5431.67,8064.83,10697.99,13331.14,
40,2801.40,5434.50,8067.59,10700.68,13333.77,
